,Track_ID,Track_Title,Track_Artist,Track_Popularity,Track_URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acoutsicness,Instrumentalness,Liveness,Valence,Tempo
9614,6EPVLVH60HAutxzxV4Tb6y,Nací Para Amarte,Junior H,49,https://p.scdn.co/mp3-preview/cb6e003fc8d45b17ffd76d39df56e37af9c555b8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.579,0.779,3,-2.6,0,0.0401,0.133,0.0,0.248,0.498,95.05
9616,4CX96IInUaO0d6COMz62Qp,Nada de Nada,Marc Anthony,62,https://p.scdn.co/mp3-preview/03775b6b6c26377121d8373dfe196cedd6df5a0e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.559,0.914,1,-2.441,1,0.0766,0.537,0.0,0.136,0.613,192.011
9618,14Q3OrXMvSTCJvqeSNXovU,Nadie Como Tu,Amenazzy,35,https://p.scdn.co/mp3-preview/ba92840fb5f79d5294e4a65e33779e75108ee0ac?cid=1346ad7fd5d14060af96cc4eaf61e382,0.694,0.842,2,-4.91,1,0.0624,0.147,1.05e-06,0.261,0.753,105.02
9619,2CXEL46i2dMqQrcDtXl6jS,Nadie Sabe,Yahritza Y Su Esencia,59,https://p.scdn.co/mp3-preview/8cb2336e8af1ae2a573486f4cb8691815e135238?cid=1346ad7fd5d14060af96cc4eaf61e382,0.64,0.369,5,-5.491,0,0.0336,0.561,0.0,0.153,0.616,120.048
9620,1xaOhiFM7q5Yi2H1v5WUS2,Nah (feat. Sinead Harnett),Sonny Fodera,47,https://p.scdn.co/mp3-preview/f5c01f329e0d4e86563a5450e06c81f03938d6a6?cid=1346ad7fd5d14060af96cc4eaf61e382,0.725,0.836,0,-5.562,0,0.0422,0.059,2.4e-06,0.117,0.589,123.06
9621,62Yo3FDddWY8ydu6PW2wyz,Nail Tech,Jack Harlow,73,https://p.scdn.co/mp3-preview/b74836d0cc3350472529f4b5c5a444470fb76d9b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127
9622,2Kzu5ncOQqrxukix1RBXux,NAIVE,Gia Woods,14,https://p.scdn.co/mp3-preview/2cfe2ca10cdb7b932cb4939752483eb039c77195?cid=1346ad7fd5d14060af96cc4eaf61e382,0.608,0.581,11,-6.601,1,0.0292,0.567,0.0,0.218,0.441,80.035
9623,4kI0jttAHHNohO8dRo4BNW,Naked,2FeetBino,34,https://p.scdn.co/mp3-preview/b3418d17dc4c5c879e256eed114b833cfbf4f8a2?cid=1346ad7fd5d14060af96cc4eaf61e382,0.839,0.306,4,-10.639,0,0.368,0.13,0.0,0.108,0.188,76.97
9625,5qysxEb8AgQ5GLNg1cpGcp,Naked,BAYNK,50,https://p.scdn.co/mp3-preview/b0fa704ec7084461de3d5548fc025281ec5e0fc3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.878,0.582,11,-4.788,1,0.0705,0.549,0.00131,0.0724,0.291,117.025
9626,5Vth7eImumlAyhsW8PqqAM,Naked,Bickle,55,https://p.scdn.co/mp3-preview/fc876825a085d28d36f72619d942cc92b78920ab?cid=1346ad7fd5d14060af96cc4eaf61e382,0.815,0.497,1,-9.65,1,0.0547,0.000104,0.0219,0.071,0.472,126.046
9627,5VsnXmtB618tubQof4dRcB,Naked,Ella Isaacson,21,https://p.scdn.co/mp3-preview/588a73cfe996727e5072a0c67fbe0698df7d9f7c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.578,0.782,7,-5.4,1,0.0507,0.349,0.0,0.254,0.43,141.898
9630,5dyFpHnCShXfEmDoKIg0J5,Naked,TOKiMONSTA,51,https://p.scdn.co/mp3-preview/3167a62b40403bfd830de34583617cc81b4015fe?cid=1346ad7fd5d14060af96cc4eaf61e382,0.868,0.811,1,-5.037,1,0.0358,0.0028,0.000232,0.114,0.791,120.05
9631,74oXlQPr6x05HDrGVaiYXZ,Naked in Manhattan,Chappell Roan,56,https://p.scdn.co/mp3-preview/5b992dc14ab53833b9cfc0bb3ae141eb9b6a8999?cid=1346ad7fd5d14060af96cc4eaf61e382,0.771,0.704,1,-5.098,1,0.0315,0.0835,0.0,0.0935,0.55,118.01
9632,5J4TJqdQiivHZBP4ILFViZ,Name,spill tab,25,https://p.scdn.co/mp3-preview/87bca89df8178b6c92070eef6b7aabcfc00b5454?cid=1346ad7fd5d14060af96cc4eaf61e382,0.714,0.544,5,-6.699,1,0.131,0.215,0.00369,0.103,0.439,109.635
9633,63XL3zq0ygCIpcsTmNLLM7,Name Ring Bell,Wale,30,https://p.scdn.co/mp3-preview/71daa0f3ddda8fc551c6dd443112b2e0dbe68006?cid=1346ad7fd5d14060af96cc4eaf61e382,0.697,0.722,5,-5.049,1,0.0947,0.035,1.01e-06,0.167,0.643,175.874
9634,2tEMbypmvYhf84mzVbhxwZ,NANANA,GOT7,67,https://p.scdn.co/mp3-preview/6c9a928042b21320db01ed1bc5bed957d9814b88?cid=1346ad7fd5d14060af96cc4eaf61e382,0.706,0.692,5,-4.433,0,0.0277,0.0768,0.0,0.173,0.601,137.006
9635,2q4Vq5gPgWIHeAXEWKZELu,NAOMI,Lupe Fiasco,49,https://p.scdn.co/mp3-preview/96dcb4e881eb668a2b73a713e007c516243ec1d7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.687,0.838,1,-7.118,1,0.224,0.114,0.0283,0.149,0.613,92.968
9636,3LLezpquftwn7QI1rYIovM,Narcissist,Avery Anna,66,https://p.scdn.co/mp3-preview/d380aad5b2dcd52eae2434c7c1028bf40287a78b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.322,0.48,1,-5.989,1,0.0492,0.746,0.0,0.113,0.304,73.476
9639,6MU9OsNgrJ8X5RWlpPKius,Narco,Lil Loaded,41,https://p.scdn.co/mp3-preview/3f9e4c189ece2f9a35dbcbe568d3205bb6386ac1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.81,0.693,1,-8.976,0,0.333,0.138,0.0,0.111,0.432,109.891
9640,3GZd1aDsgKL71Kt3VIp0hc,Narrow Road (feat. Lil Baby),NLE Choppa,60,https://p.scdn.co/mp3-preview/77c93012dd5fb17078dbd9e921607d72c13c3bfa?cid=1346ad7fd5d14060af96cc4eaf61e382,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999
9642,7pjGaJVs9ShUB6SFJTjWsO,Nasty,Sophie Cates,39,https://p.scdn.co/mp3-preview/f196dba55fec33830b01bd80b3e98bf3185f5c9d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.627,0.727,1,-6.271,0,0.0343,0.381,0.0272,0.0409,0.293,135.024
9643,0R90FHsdd77xrYI8ZPhhwO,Nasty (feat. Chris Brown),Lil Keed,33,https://p.scdn.co/mp3-preview/5cfdcd6b971800bbdfedaf9e258f3696dc00d1da?cid=1346ad7fd5d14060af96cc4eaf61e382,0.873,0.509,1,-8.29,1,0.172,0.0414,0.0,0.0843,0.459,135.815
9644,7JJ6QHjNgmFOAYaEv36IXE,Nasty (feat. Rubi Rose),Rich The Kid,36,https://p.scdn.co/mp3-preview/58f9def2f4b88c39b02c874aaac275fb997ea558?cid=1346ad7fd5d14060af96cc4eaf61e382,0.877,0.54,1,-7.398,1,0.391,0.0503,0.0,0.0883,0.544,158.07
9645,59BQqS7wNaSqXPQCyiaPwy,Nasty Girl,Sevyn Streeter,37,https://p.scdn.co/mp3-preview/3d2e7d68a1625ce33a9bddd0725e5af4bbd26f57?cid=1346ad7fd5d14060af96cc4eaf61e382,0.693,0.677,4,-8.542,0,0.243,0.131,0.0,0.164,0.243,108.492
9648,34494YY71yYkXhXlzYv6ZY,National Song,Nana Adjoa,20,https://p.scdn.co/mp3-preview/2a4a5d65eb7bf1f3a6c4cabebd2c66886a84bb9e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.54,0.419,2,-9.597,1,0.0289,0.0545,0.0097,0.124,0.0584,118.011
9649,4Jlo0XmE2MeNcep7aRc5LC,Natural,BRELAND,44,https://p.scdn.co/mp3-preview/4b0404ed813464c240686666f0bff3db7740cd55?cid=1346ad7fd5d14060af96cc4eaf61e382,0.667,0.871,5,-4.212,1,0.0499,0.00294,0.0,0.315,0.705,123.956
9650,78wMThFTNKThsWq19o0F1H,Natural Born Killer,Highly Suspect,61,https://p.scdn.co/mp3-preview/f378cc9b830d1626e83fdc9af3533638a655e5c4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.202,0.742,0,-5.29,1,0.124,0.00169,0.000483,0.128,0.155,194.876
9651,53FLipTFUY197rlZNtSG3y,Natural's Not in It,Tom Morello,20,https://p.scdn.co/mp3-preview/8f4cb24eda0411bbf4cbec4f9a29da46319c2f95?cid=1346ad7fd5d14060af96cc4eaf61e382,0.512,0.818,7,-2.651,1,0.127,0.00334,0.000864,0.177,0.627,161.963
9652,2nQF3xgFXtXVUlaQNiUARI,Naturally,Tinashe,50,https://p.scdn.co/mp3-preview/6d58035d1a04a16a804a17b33e306f3ac24b038b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.62,0.63,10,-5.578,0,0.198,0.171,0.0,0.0824,0.543,85.42
9653,4EFEbgsvOK9GaX5fEUoCpm,NATURE,Elley Duhé,33,https://p.scdn.co/mp3-preview/88100d73a53f1de8e8cdb29bfe24dad1dbd3780b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.725,0.67,11,-8.058,0,0.278,0.0183,0.00276,0.157,0.362,123.937
9655,5Hf4HQ8zZbnxFbxPo2M9UV,Naughty Girl,Qveen Herby,45,https://p.scdn.co/mp3-preview/34f8f10ce4ec469aeb25877a5f049c5e7269fa16?cid=1346ad7fd5d14060af96cc4eaf61e382,0.79,0.676,9,-5.635,0,0.09,0.049,0.0,0.286,0.562,139.047
9657,0RGpd5zCowfEItCUF7Itpr,Nazareno,Farruko,70,https://p.scdn.co/mp3-preview/9fd848975959ef6da8c468cdebc4240a172c4386?cid=1346ad7fd5d14060af96cc4eaf61e382,0.658,0.725,7,-4.604,0,0.0321,0.0292,0.000107,0.163,0.368,128.117
9658,0mMxlFoIq8qrknTmyIbxO5,NBPQ (Topless),Sudan Archives,30,https://p.scdn.co/mp3-preview/3c99838ad860f84da49c3fbc6e865335e53c8161?cid=1346ad7fd5d14060af96cc4eaf61e382,0.516,0.827,0,-6.085,1,0.115,0.0569,0.000883,0.103,0.45,128.461
9660,02BwlHD6hUNn3kzySLfqMq,Ne Me Quitte Pas (Don't Leave Me),Orion Sun,43,https://p.scdn.co/mp3-preview/d85271215447f394c2c1eef8a68fc56aea4e6aa8?cid=1346ad7fd5d14060af96cc4eaf61e382,0.617,0.5,6,-5.747,1,0.034,0.386,0.00521,0.107,0.516,90.026
9662,4bM0W7XK0U7QTUCPbRuwvg,Need 2 ’19,HIRA,15,https://p.scdn.co/mp3-preview/d4b0e4b58fc4bf402351ba3639671a95332cc06c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.761,0.74,2,-5.355,1,0.0397,0.0553,0.0494,0.132,0.645,97.041
9663,5jUOG0aeAofL5u3UWyrtDO,NEED A FAVOR,Jelly Roll,64,https://p.scdn.co/mp3-preview/8840b82a40d2b6bba0b61eddba0a2a45de35a6ba?cid=1346ad7fd5d14060af96cc4eaf61e382,0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985
9667,7IgQkpoFULgTvyWptkH1pO,Need It Back,Jay Loud,24,https://p.scdn.co/mp3-preview/04aa6807ce32b3ff457886740d78d01735e82cda?cid=1346ad7fd5d14060af96cc4eaf61e382,0.809,0.461,4,-8.542,0,0.0592,0.224,0.0,0.111,0.399,106.006
9668,5Kckzvt3q49qAlulm3EzyT,Need Me,Lorelei Marcell,28,https://p.scdn.co/mp3-preview/5df91e701a3664aad0fae088c568490a369c8c1b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.523,0.462,1,-7.604,0,0.0569,0.49,0.0,0.0882,0.242,159.607
9669,6bGTVNNA07wWwyPFPa7PyD,Need Me Right,Anabel Englund,51,https://p.scdn.co/mp3-preview/adf3fbc3ae5399f139e829166955ef9b6975044d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.767,0.821,7,-4.245,0,0.0386,0.0581,1.16e-06,0.126,0.259,121.996
9670,394yrCYgwPX9m9V0sqUIbN,Need Somebody,PnB Rock,39,https://p.scdn.co/mp3-preview/2c14a690451d4253e5c54e1975580940c6e5255c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.684,0.535,8,-7.24,1,0.317,0.0741,9.26e-06,0.223,0.304,94.691
9671,0e6HwIMqkDwr80TmH1mdt3,Need Someone,Zara Larsson,50,https://p.scdn.co/mp3-preview/ce2a5a7fa4e816eb4736c86c1c037ae354383044?cid=1346ad7fd5d14060af96cc4eaf61e382,0.643,0.885,4,-4.93,1,0.074,0.0919,0.000735,0.223,0.7,119.093
9672,10hcDov7xmcRviA8jLwEaI,Need to Know,Doja Cat,67,https://p.scdn.co/mp3-preview/c707247354131537f5d7b0935f38db827711e76c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041
9673,03medhiG64fBChIiDBTNPK,Need To Know Basis,Ben Harper,40,https://p.scdn.co/mp3-preview/0fc3aafde0a4b6ca6734397b14e9a169d7645b56?cid=1346ad7fd5d14060af96cc4eaf61e382,0.815,0.524,7,-9.482,1,0.0405,0.244,0.00111,0.101,0.567,98.946
9675,6Ww581O9pklqs42MN4Da6q,Need U - Spotify Singles,Sonny Fodera,49,https://p.scdn.co/mp3-preview/62788574e7c80f1d71a0fff27c846dae2962d365?cid=1346ad7fd5d14060af96cc4eaf61e382,0.745,0.772,11,-5.161,0,0.0497,0.0642,1.69e-06,0.23,0.788,121.98
9677,5FkBoG7xkb0pPkaO8rS5td,Need You,Fresco Trey,65,https://p.scdn.co/mp3-preview/482d9bb3d0b3f9923c9a269f5581483543a39716?cid=1346ad7fd5d14060af96cc4eaf61e382,0.718,0.596,11,-8.195,0,0.053,0.073,0.0,0.0796,0.475,87.977
9678,7k2cwdnyG69gTaPQoEWWqv,Need You Right Now (feat. Channel Tres),DanDlion,27,https://p.scdn.co/mp3-preview/f3105c7df4f1756909150ba1bcd3cf5c9d58ee85?cid=1346ad7fd5d14060af96cc4eaf61e382,0.771,0.452,6,-9.603,0,0.191,0.297,1.81e-05,0.0867,0.407,93.479
9682,7EHZMOUAhYwnAoAO8cIKOw,Needy,Shrimpnose,31,https://p.scdn.co/mp3-preview/9d947e26ff228e2a4eab338a8fa149d17f1bec11?cid=1346ad7fd5d14060af96cc4eaf61e382,0.495,0.782,1,-4.283,1,0.09,0.126,6.7e-06,0.441,0.48,97.317
9683,2OsclrHyXnqYmKm6ji1vij,NEGRO MATE,Micro TDH,65,https://p.scdn.co/mp3-preview/952043a5882b68b9d98549278fe83c7bdeb815be?cid=1346ad7fd5d14060af96cc4eaf61e382,0.83,0.568,8,-4.636,1,0.0665,0.388,1.12e-05,0.124,0.646,91.029
9685,2Ebn0K5I06J09d9GmzNNkU,Neighborhood Hero (feat. No Cap),Stunna Gambino,46,https://p.scdn.co/mp3-preview/0d4ff614c0fe936d161f8daf9847cd46d2ee5d32?cid=1346ad7fd5d14060af96cc4eaf61e382,0.527,0.512,5,-9.936,1,0.407,0.412,0.0,0.137,0.344,91.382
9688,639XWB2zVMPg8CuIToqxch,Neighbors (feat. BIG30),Pooh Shiesty,40,https://p.scdn.co/mp3-preview/0865d7d70c42303766a8ba923fe50505b3657e18?cid=1346ad7fd5d14060af96cc4eaf61e382,0.728,0.623,2,-8.066,1,0.305,0.0391,0.0,0.214,0.805,145.973
9692,1OSyK54acJ96t1sUYuGFj6,Nekkid,Muni Long,39,https://p.scdn.co/mp3-preview/ef3c31056993afaf67815b39c52f16fc850accd3?cid=1346ad7fd5d14060af96cc4eaf61e382,0.81,0.383,0,-8.781,1,0.0511,0.168,0.0,0.138,0.162,133.911
9693,15kVhyje6wIFRVaYJnU7HI,Nelly Furtado,Strick,29,https://p.scdn.co/mp3-preview/5874b6d25b466b33c3a81aa2dc84dfe518092c17?cid=1346ad7fd5d14060af96cc4eaf61e382,0.772,0.468,11,-8.67,0,0.106,0.0349,7.27e-05,0.126,0.054,120.051
9694,1QmQ7HxnIvyMKbBb9yOaJG,Nelsonwood Lane,Matt Maeson,41,https://p.scdn.co/mp3-preview/960700dca2d0501bc70d9d321f3a29b9683d8562?cid=1346ad7fd5d14060af96cc4eaf61e382,0.328,0.249,7,-13.176,1,0.0374,0.899,0.00631,0.0948,0.146,147.958
9695,2wjA6V7u0rLcFehcty11aN,Nena Trampa,Cazzu,51,https://p.scdn.co/mp3-preview/c29aaa0875a97ea508cb151d29ef2cfc659bd232?cid=1346ad7fd5d14060af96cc4eaf61e382,0.587,0.604,2,-4.138,1,0.345,0.262,9.67e-05,0.0814,0.439,169.864
9696,7onHzHeOVE3M9p0tNKQbXc,NEO,Aminé,54,https://p.scdn.co/mp3-preview/2d647c4bdad3b810760cb7022aa6e1bca6385788?cid=1346ad7fd5d14060af96cc4eaf61e382,0.981,0.338,9,-6.091,1,0.0676,0.25,0.0,0.0845,0.606,116.985
9700,6JZj85Iz5sc4cGKvOefO7G,Neon Signs,Suki Waterhouse,54,https://p.scdn.co/mp3-preview/f9408eaec6aa217d4e6cfeeee16269af272700de?cid=1346ad7fd5d14060af96cc4eaf61e382,0.538,0.788,6,-5.769,0,0.0304,0.000879,0.0733,0.361,0.5,120.006
9702,3cIRhs4twfgki25wLPhUqA,Nerve Flip,Red Hot Chili Peppers,48,https://p.scdn.co/mp3-preview/88f0e92684026107a62c55f2d40d4106b7f4ecd1?cid=1346ad7fd5d14060af96cc4eaf61e382,0.386,0.936,8,-4.005,1,0.0701,0.0121,1.6e-05,0.266,0.418,176.366
9703,3AMUgKRaujIuutpMw4K7Zn,Nervous,Maren Morris,44,https://p.scdn.co/mp3-preview/660a142b81728113829cc093594d651ae1fc16f7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.414,0.69,7,-6.917,1,0.0355,0.00459,0.0,0.0761,0.186,171.981
9704,2w5MibMRaWR2C8yO2UAslN,Neva Know (feat. Lil Baby),Skooly,34,https://p.scdn.co/mp3-preview/82ee4b8f1ce699b66385d52cf49835fd243aad4a?cid=1346ad7fd5d14060af96cc4eaf61e382,0.961,0.48,1,-8.557,1,0.249,0.0979,0.0,0.0809,0.699,128.019
9705,0jKci84rsbg3Qr0hpzwzFd,Neva Said It,Mozzy,30,https://p.scdn.co/mp3-preview/21a33711c8ba1d3a592031edcc396961bf803b2e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.491,0.543,9,-9.623,1,0.257,0.00171,3.07e-06,0.0833,0.17,94.011
9707,14ABt5PRAULFoVVVUsQV0J,Never,Dylan Sinclair,48,https://p.scdn.co/mp3-preview/59745ad79c93be6b943089bd9e498b217b0c5bc4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.532,0.432,4,-9.964,0,0.254,0.579,0.0,0.175,0.192,87.024
9708,1OonkqUuqSbPV5GwBCyV4B,Never,Young Nudy,31,https://p.scdn.co/mp3-preview/06a1adfa24445384f3de1a9248336effc4c76d0c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.769,0.465,10,-11.379,1,0.214,0.125,1.08e-06,0.0675,0.383,148.019
9710,4XkCSv4XGYhVoPu3lGjHLs,Never Again,Russ,57,https://p.scdn.co/mp3-preview/6fbc0eea36e723a39999bd0b135e7bbb25a3d8a0?cid=1346ad7fd5d14060af96cc4eaf61e382,0.449,0.406,11,-11.983,0,0.374,0.855,0.0142,0.102,0.396,103.507
9711,2CCgk5jij6MaLsSN3ap5fg,Never be a Right Time,Tom Grennan,44,https://p.scdn.co/mp3-preview/6d4b64f27ad871c728cb4078625def870774d401?cid=1346ad7fd5d14060af96cc4eaf61e382,0.746,0.762,0,-5.734,0,0.0393,0.178,0.0,0.164,0.552,128.013
9713,0qAuMvHp4qvJXmXeKpqeSW,Never Bend Never Fold,Tee Grizzley,43,https://p.scdn.co/mp3-preview/ec56f99297b3117840209748e9af45209c4ec9b7?cid=1346ad7fd5d14060af96cc4eaf61e382,0.607,0.704,1,-4.433,1,0.225,0.0214,0.0,0.0858,0.338,183.904
9715,028z6THhAbIyaAhfDVDRIQ,Never Change (feat. Roddy Ricch),Symba,40,https://p.scdn.co/mp3-preview/ae1062a02f34709084b0bdeb0695d53a5765af0f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.466,0.601,10,-5.582,0,0.22,0.372,0.0,0.244,0.334,89.0
9716,01FtL1y3Yrs7FPGw2Jkixz,Never Come Back,Caribou,21,https://p.scdn.co/mp3-preview/365fb0365663d2f47afee3afbfcb4c9922a03a60?cid=1346ad7fd5d14060af96cc4eaf61e382,0.776,0.685,5,-8.933,1,0.0366,0.406,0.553,0.0664,0.656,127.985
9719,5E7WrjXGL1lh4PLIAt05SD,Never Could,Mr.Chicken,33,https://p.scdn.co/mp3-preview/396e1c792c8a73b7ccb6b3cf2453a57bbc8b4429?cid=1346ad7fd5d14060af96cc4eaf61e382,0.517,0.69,5,-6.23,0,0.168,0.355,0.0,0.125,0.254,98.97
9720,05DZcUyOZDX4OR2mc1RIrg,Never End Up Broke,Symba,41,https://p.scdn.co/mp3-preview/f0c4da500f67da62e534060971cc61667fde847e?cid=1346ad7fd5d14060af96cc4eaf61e382,0.679,0.806,8,-4.175,1,0.325,0.0133,0.0,0.159,0.614,85.955
9725,1mMvahhW2Oz9waG8UTQnI4,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Galantis,54,https://p.scdn.co/mp3-preview/aa5f815f37897d247f775827d0700a376c559f00?cid=1346ad7fd5d14060af96cc4eaf61e382,0.58,0.804,9,-4.618,1,0.0279,0.0304,0.00359,0.105,0.137,126.005
9726,0oFHlnUwZVhizux1FOAsfr,Never Forget,GASHI,47,https://p.scdn.co/mp3-preview/7c36c747000de0edec7bd178c1bad5d584d9506d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.815,0.439,7,-8.144,1,0.0944,0.272,0.0,0.112,0.0611,119.835
9728,5xTGNrUdGKwbn4jA90H58B,Never Get It Back,Gabby Barrett,35,https://p.scdn.co/mp3-preview/a0ecd51278d072162fec99e6bc3c769888859eff?cid=1346ad7fd5d14060af96cc4eaf61e382,0.528,0.646,4,-5.006,1,0.0297,0.000842,0.000126,0.135,0.187,91.979
9729,0Dho3kYreRaOTTdXbA8Fb1,Never Get Old,Russell Dickerson,28,https://p.scdn.co/mp3-preview/af47455af1fd63a6c7698e2bbdf841edf3d1c495?cid=1346ad7fd5d14060af96cc4eaf61e382,0.493,0.799,7,-4.862,1,0.04,0.0463,1.54e-05,0.348,0.893,161.921
9734,24l5ku1oI5KdZpF0dLDjAd,Never Gonna Break My Faith (feat. The Boys Choir of Harlem),Aretha Franklin,34,https://p.scdn.co/mp3-preview/0fa86ed55ca371d05c78217218552f753816f50d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.512,0.66,7,-4.214,1,0.103,0.559,0.0,0.123,0.314,120.488
9735,3F8xxwdpfi50qEuHn6rrNH,Never Gonna Change,Sharon Van Etten,42,https://p.scdn.co/mp3-preview/de082320c28768f334f6c803d68499bb7cd58a61?cid=1346ad7fd5d14060af96cc4eaf61e382,0.47,0.727,1,-6.775,0,0.04,0.0193,0.389,0.125,0.113,126.976
9736,12aAoKT43mVGdW1ofZVCwr,Never Gonna Forget (with Diplo feat. Elderbrook),Black Coffee,47,https://p.scdn.co/mp3-preview/7fa3ab3565c34c0617b13d75212803a56da7d23c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.694,0.675,11,-9.89,0,0.0284,0.0382,0.00838,0.0858,0.455,119.96
9737,0XHnYbXteyBDfVvk9EGaPu,Never Gonna Learn,Asking Alexandria,56,https://p.scdn.co/mp3-preview/1b1caa9666875b8869250f86c8f2c3603243c68c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.274,0.922,1,-3.663,0,0.0593,0.000115,0.0,0.123,0.366,105.132
9738,6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,P!nk,80,https://p.scdn.co/mp3-preview/48cfd143c0cde50dfcb2d8d38d936e7696e76ea5?cid=1346ad7fd5d14060af96cc4eaf61e382,0.668,0.802,5,-4.005,0,0.0917,0.0273,0.0,0.163,0.769,113.796
9739,5A1G4gQJOEofG4wLeSbLx3,never got better,BLÜ EYES,51,https://p.scdn.co/mp3-preview/a0d42521b4796e1af4217954376366e0808b492b?cid=1346ad7fd5d14060af96cc4eaf61e382,0.581,0.639,0,-7.784,1,0.222,0.461,0.0,0.198,0.699,168.07
9742,1FMRyPDszjHQ3p3UfkX3vL,never had a place,Jadu Jadu,32,https://p.scdn.co/mp3-preview/da6bd44eabd84f88aaf4316c9c31d296d98e64f4?cid=1346ad7fd5d14060af96cc4eaf61e382,0.562,0.274,0,-12.501,1,0.0851,0.901,0.735,0.103,0.0844,99.984
9744,4d2ZJ9W7dkQuITwUCTuD5n,never knew a heart could break itself,Zach Hood,66,https://p.scdn.co/mp3-preview/ab510816b0d01213f6b771c4564762cf332b4d0c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.579,0.454,9,-7.264,1,0.0427,0.465,0.0,0.0997,0.461,78.949
9745,4iMUf3rncBhrSN5Czomk6J,Never Lackin,Mozzy,32,https://p.scdn.co/mp3-preview/24b53838fcc8516129e2c3677798c4ebabc1612c?cid=1346ad7fd5d14060af96cc4eaf61e382,0.76,0.779,0,-7.319,0,0.54,0.0489,0.0,0.103,0.156,84.57
9746,1rWoeYw0Vnnj8BLH6ECoiB,Never Leave,Bailey Zimmerman,68,https://p.scdn.co/mp3-preview/329e690752be574e1281bf3749d54ceee2d79d2f?cid=1346ad7fd5d14060af96cc4eaf61e382,0.503,0.643,9,-6.586,1,0.0304,0.523,1.23e-06,0.0661,0.345,148.11
9748,6JCz7BU1dH8tX8Fyp367Zn,Never Leave You,WATTS,29,https://p.scdn.co/mp3-preview/27d71f66657aa2fce1650d78d943745214676c8d?cid=1346ad7fd5d14060af96cc4eaf61e382,0.627,0.435,2,-9.92,1,0.0373,0.429,0.0168,0.6,0.265,91.986
9750,5IHwWQBEh7Skxo1hfCUP1O,Never Let You Go,Jason Derulo,72,https://p.scdn.co/mp3-preview/99c3871d60fe0fd122ff2494293873d0ac5f2e92?cid=1346ad7fd5d14060af96cc4eaf61e382,0.607,0.825,7,-4.451,0,0.0447,0.0519,1.05e-06,0.081,0.467,126.956
9751,6uTxQDrjjKwyugx6ggjTmA,Never Look Back (feat. Syd Silvair),Oliver Heldens,53,https://p.scdn.co/mp3-preview/626ccd1b25c200f538feb7aafd10337fc7ef6cbd?cid=1346ad7fd5d14060af96cc4eaf61e382,0.615,0.938,7,-6.361,0,0.058,0.11,0.871,0.138,0.321,122.962
9752,676tQQmFrilCR8L7kxRcGd,Never Love You Again (with Little Big Town & Bryn Christopher),Cheat Codes,70,https://p.scdn.co/mp3-preview/98c6b440b980b7f8812bb6884f219e0f739c3275?cid=1346ad7fd5d14060af96cc4eaf61e382,0.645,0.786,1,-5.337,0,0.0554,0.0343,3.57e-06,0.139,0.597,124.962
9755,5wabVKcJepqDkkthpTGW76,Never Really Gone,Spencer Crandall,28,https://p.scdn.co/mp3-preview/87dd027893142bf6766c74d7b239af153dc5bf41?cid=1346ad7fd5d14060af96cc4eaf61e382,0.502,0.375,8,-7.283,1,0.0265,0.689,0.0,0.11,0.504,151.977
